Article,Article Description
67181085,"FS;P1.5;KCC W;Pentax,65,+-,00.25,01.25"
67181084,"FS;P1.5;KCC W;Pentax,65,+-,00.25,01.00"
67181083,"FS;P1.5;KCC W;Pentax,65,+-,00.25,00.75"
67181082,"FS;P1.5;KCC W;Pentax,65,+-,00.25,00.50"
25706226,"FS;P1.5;CFUV G;OR/TR7,70,--,02.25,00.00"
25706217,"FS;P1.5;CFUV G;OR/TR7,70,--,02.00,00.00"
25706192,"FS;P1.5;CFUV G;OR/TR7,70,--,01.25,00.50"
25706183,"FS;P1.5;CFUV G;OR/TR7,70,--,01.00,00.50"
25706174,"FS;P1.5;CFUV G;OR/TR7,70,--,00.75,00.50"
153609017,"ELT.WI.HO, 14.20, -, 04.00, 00.00"
153609016,"ELT.WI.HO, 14.20, -, 03.75, 00.00"
153609015,"ELT.WI.HO, 14.20, -, 03.50, 00.00"
153609014,"ELT.WI.HO, 14.20, -, 03.25, 00.00"
153609013,"ELT.WI.HO, 14.20, -, 03.00, 00.00"
153609012,"ELT.WI.HO, 14.20, -, 02.75, 00.00"
153609011,"ELT.WI.HO, 14.20, -, 02.50, 00.00"
153609010,"ELT.WI.HO, 14.20, -, 02.25, 00.00"
153609009,"ELT.WI.HO, 14.20, -, 02.00, 00.00"
153609008,"ELT.WI.HO, 14.20, -, 01.75, 00.00"
153609007,"ELT.WI.HO, 14.20, -, 01.50, 00.00"
153609006,"ELT.WI.HO, 14.20, -, 01.25, 00.00"
153609005,"ELT.WI.HO, 14.20, -, 01.00, 00.00"
153609001,"ELT.WI.HO, 14.20, -, 00.00, 00.00"
123947016,"ELT.SN.GR, 14.20, -, 04.00, 00.00"
123947015,"ELT.SN.GR, 14.20, -, 03.75, 00.00"
123947014,"ELT.SN.GR, 14.20, -, 03.50, 00.00"
123947013,"ELT.SN.GR, 14.20, -, 03.25, 00.00"
123947012,"ELT.SN.GR, 14.20, -, 03.00, 00.00"
123947011,"ELT.SN.GR, 14.20, -, 02.75, 00.00"
123947010,"ELT.SN.GR, 14.20, -, 02.50, 00.00"
123947009,"ELT.SN.GR, 14.20, -, 02.25, 00.00"
123947008,"ELT.SN.GR, 14.20, -, 02.00, 00.00"
123947007,"ELT.SN.GR, 14.20, -, 01.75, 00.00"
123947006,"ELT.SN.GR, 14.20, -, 01.50, 00.00"
123947005,"ELT.SN.GR, 14.20, -, 01.25, 00.00"
123947004,"ELT.SN.GR, 14.20, -, 01.00, 00.00"
123947001,"ELT.SN.GR, 14.20, -, 00.00, 00.00"
123946016,"ELT.SN.BR, 14.20, -, 04.00, 00.00"
123946015,"ELT.SN.BR, 14.20, -, 03.75, 00.00"
123946014,"ELT.SN.BR, 14.20, -, 03.50, 00.00"
123946013,"ELT.SN.BR, 14.20, -, 03.25, 00.00"
123946012,"ELT.SN.BR, 14.20, -, 03.00, 00.00"
123946011,"ELT.SN.BR, 14.20, -, 02.75, 00.00"
123946010,"ELT.SN.BR, 14.20, -, 02.50, 00.00"
123946009,"ELT.SN.BR, 14.20, -, 02.25, 00.00"
123946008,"ELT.SN.BR, 14.20, -, 02.00, 00.00"
123946007,"ELT.SN.BR, 14.20, -, 01.75, 00.00"
123946006,"ELT.SN.BR, 14.20, -, 01.50, 00.00"
123946005,"ELT.SN.BR, 14.20, -, 01.25, 00.00"
123946004,"ELT.SN.BR, 14.20, -, 01.00, 00.00"
123946001,"ELT.SN.BR, 14.20, -, 00.00, 00.00"
123948001,"ELT.SK.GD, 14.20, -, 00.00, 00.00"
123945001,"ELT.MD.BL, 14.20, -, 00.00, 00.00"
129705031,"ELT.M.GRY, 14.20, -, 10.00, 00.00"
129705030,"ELT.M.GRY, 14.20, -, 09.50, 00.00"
129705029,"ELT.M.GRY, 14.20, -, 09.00, 00.00"
129705028,"ELT.M.GRY, 14.20, -, 08.50, 00.00"
129705027,"ELT.M.GRY, 14.20, -, 08.00, 00.00"
129705026,"ELT.M.GRY, 14.20, -, 07.50, 00.00"
129705025,"ELT.M.GRY, 14.20, -, 07.00, 00.00"
129705024,"ELT.M.GRY, 14.20, -, 06.50, 00.00"
129705023,"ELT.M.GRY, 14.20, -, 06.00, 00.00"
129705022,"ELT.M.GRY, 14.20, -, 05.50, 00.00"
129705021,"ELT.M.GRY, 14.20, -, 05.00, 00.00"
129705020,"ELT.M.GRY, 14.20, -, 04.75, 00.00"
129705019,"ELT.M.GRY, 14.20, -, 04.50, 00.00"
129705018,"ELT.M.GRY, 14.20, -, 04.25, 00.00"
129705017,"ELT.M.GRY, 14.20, -, 04.00, 00.00"
129705016,"ELT.M.GRY, 14.20, -, 03.75, 00.00"
129705015,"ELT.M.GRY, 14.20, -, 03.50, 00.00"
129705014,"ELT.M.GRY, 14.20, -, 03.25, 00.00"
129705013,"ELT.M.GRY, 14.20, -, 03.00, 00.00"
129705012,"ELT.M.GRY, 14.20, -, 02.75, 00.00"
129705011,"ELT.M.GRY, 14.20, -, 02.50, 00.00"
129705010,"ELT.M.GRY, 14.20, -, 02.25, 00.00"
129705009,"ELT.M.GRY, 14.20, -, 02.00, 00.00"
129705008,"ELT.M.GRY, 14.20, -, 01.75, 00.00"
129705007,"ELT.M.GRY, 14.20, -, 01.50, 00.00"
129705006,"ELT.M.GRY, 14.20, -, 01.25, 00.00"
129705005,"ELT.M.GRY, 14.20, -, 01.00, 00.00"
129705004,"ELT.M.GRY, 14.20, -, 00.75, 00.00"
129705003,"ELT.M.GRY, 14.20, -, 00.50, 00.00"
129705002,"ELT.M.GRY, 14.20, -, 00.25, 00.00"
129705001,"ELT.M.GRY, 14.20, -, 00.00, 00.00"
123944021,"ELT.LV.GR, 14.20, -, 05.50, 00.00"
123944001,"ELT.LV.GR, 14.20, -, 00.00, 00.00"
153611001,"ELT.GR.OL, 14.20, -, 00.00, 00.00"
123943016,"ELT.GR.BG, 14.20, -, 04.00, 00.00"
123943015,"ELT.GR.BG, 14.20, -, 03.75, 00.00"
123943014,"ELT.GR.BG, 14.20, -, 03.50, 00.00"
123943013,"ELT.GR.BG, 14.20, -, 03.25, 00.00"
123943012,"ELT.GR.BG, 14.20, -, 03.00, 00.00"
123943011,"ELT.GR.BG, 14.20, -, 02.75, 00.00"
123943010,"ELT.GR.BG, 14.20, -, 02.50, 00.00"
123943009,"ELT.GR.BG, 14.20, -, 02.25, 00.00"
123943008,"ELT.GR.BG, 14.20, -, 02.00, 00.00"
123943007,"ELT.GR.BG, 14.20, -, 01.75, 00.00"
123943006,"ELT.GR.BG, 14.20, -, 01.50, 00.00"
123943005,"ELT.GR.BG, 14.20, -, 01.25, 00.00"
123943004,"ELT.GR.BG, 14.20, -, 01.00, 00.00"
123943001,"ELT.GR.BG, 14.20, -, 00.00, 00.00"
153610015,"ELT.EM.GN, 14.20, -, 03.50, 00.00"
153610001,"ELT.EM.GN, 14.20, -, 00.00, 00.00"
129704005,"ELT.CRY.N, 14.20, -, 01.00, 00.00"
129704001,"ELT.CRY.N, 14.20, -, 00.00, 00.00"
153608017,"ELT.CL.GR, 14.20, -, 04.00, 00.00"
153608016,"ELT.CL.GR, 14.20, -, 03.75, 00.00"
153608015,"ELT.CL.GR, 14.20, -, 03.50, 00.00"
153608014,"ELT.CL.GR, 14.20, -, 03.25, 00.00"
153608013,"ELT.CL.GR, 14.20, -, 03.00, 00.00"
153608012,"ELT.CL.GR, 14.20, -, 02.75, 00.00"
153608011,"ELT.CL.GR, 14.20, -, 02.50, 00.00"
153608010,"ELT.CL.GR, 14.20, -, 02.25, 00.00"
153608009,"ELT.CL.GR, 14.20, -, 02.00, 00.00"
153608008,"ELT.CL.GR, 14.20, -, 01.75, 00.00"
153608007,"ELT.CL.GR, 14.20, -, 01.50, 00.00"
153608006,"ELT.CL.GR, 14.20, -, 01.25, 00.00"
153608005,"ELT.CL.GR, 14.20, -, 01.00, 00.00"
153608001,"ELT.CL.GR, 14.20, -, 00.00, 00.00"
129703017,"ELT.Am.GR, 14.20, -, 04.00, 00.00"
129703016,"ELT.Am.GR, 14.20, -, 03.75, 00.00"
129703015,"ELT.Am.GR, 14.20, -, 03.50, 00.00"
129703014,"ELT.Am.GR, 14.20, -, 03.25, 00.00"
129703013,"ELT.Am.GR, 14.20, -, 03.00, 00.00"
129703012,"ELT.Am.GR, 14.20, -, 02.75, 00.00"
129703011,"ELT.Am.GR, 14.20, -, 02.50, 00.00"
129703010,"ELT.Am.GR, 14.20, -, 02.25, 00.00"
129703009,"ELT.Am.GR, 14.20, -, 02.00, 00.00"
129703008,"ELT.Am.GR, 14.20, -, 01.75, 00.00"
129703007,"ELT.Am.GR, 14.20, -, 01.50, 00.00"
129703006,"ELT.Am.GR, 14.20, -, 01.25, 00.00"
129703005,"ELT.Am.GR, 14.20, -, 01.00, 00.00"
129703001,"ELT.Am.GR, 14.20, -, 00.00, 00.00"
121459001,"DIA.PAC.BL, 14.20, -, 00.00, 00.00"
121462011,"DIA.GRY.SHDW, 14.20, -, 02.75, 00.00"
121462001,"DIA.GRY.SHDW, 14.20, -, 00.00, 00.00"
121456001,"DIA.GRY.GN, 14.20, -, 00.00, 00.00"
121461001,"DIA.GLT.GRY, 14.20, -, 00.00, 00.00"
121457001,"DIA.CAR.GN, 14.20, -, 00.00, 00.00"
121460014,"DIA.BRN.SHDW, 14.20, -, 03.50, 00.00"
121460013,"DIA.BRN.SHDW, 14.20, -, 03.25, 00.00"
121460005,"DIA.BRN.SHDW, 14.20, -, 01.25, 00.00"
121460001,"DIA.BRN.SHDW, 14.20, -, 00.00, 00.00"
121458001,"DIA.ALD.GRY, 14.20, -, 00.00, 00.00"
121455010,"DIA.AL.BLND, 14.20, -, 02.50, 00.00"
121455009,"DIA.AL.BLND, 14.20, -, 02.25, 00.00"
121455001,"DIA.AL.BLND, 14.20, -, 00.00, 00.00"
6000000028,DHL Service International
127800020,"Dailies Tot.1 90, 14.20, +, 00.75, 00.00"
127800054,"Dailies Tot.1 90, 14.20, -, 10.00, 00.00"
127800048,"Dailies Tot.1 90, 14.20, -, 09.50, 00.00"
127800047,"Dailies Tot.1 90, 14.20, -, 09.00, 00.00"
127800046,"Dailies Tot.1 90, 14.20, -, 08.50, 00.00"
127800045,"Dailies Tot.1 90, 14.20, -, 08.00, 00.00"
127800044,"Dailies Tot.1 90, 14.20, -, 07.50, 00.00"
127800043,"Dailies Tot.1 90, 14.20, -, 07.00, 00.00"
127800042,"Dailies Tot.1 90, 14.20, -, 06.50, 00.00"
127800041,"Dailies Tot.1 90, 14.20, -, 06.00, 00.00"
127800040,"Dailies Tot.1 90, 14.20, -, 05.75, 00.00"
127800039,"Dailies Tot.1 90, 14.20, -, 05.50, 00.00"
127800038,"Dailies Tot.1 90, 14.20, -, 05.25, 00.00"
127800037,"Dailies Tot.1 90, 14.20, -, 05.00, 00.00"
127800018,"Dailies Tot.1 90, 14.20, -, 04.75, 00.00"
127800017,"Dailies Tot.1 90, 14.20, -, 04.50, 00.00"
127800016,"Dailies Tot.1 90, 14.20, -, 04.25, 00.00"
127800015,"Dailies Tot.1 90, 14.20, -, 04.00, 00.00"
127800014,"Dailies Tot.1 90, 14.20, -, 03.75, 00.00"
127800013,"Dailies Tot.1 90, 14.20, -, 03.50, 00.00"
127800012,"Dailies Tot.1 90, 14.20, -, 03.25, 00.00"
127800011,"Dailies Tot.1 90, 14.20, -, 03.00, 00.00"
127800010,"Dailies Tot.1 90, 14.20, -, 02.75, 00.00"
127800009,"Dailies Tot.1 90, 14.20, -, 02.50, 00.00"
127800008,"Dailies Tot.1 90, 14.20, -, 02.25, 00.00"
127800007,"Dailies Tot.1 90, 14.20, -, 02.00, 00.00"
127800006,"Dailies Tot.1 90, 14.20, -, 01.75, 00.00"
127800005,"Dailies Tot.1 90, 14.20, -, 01.50, 00.00"
127800004,"Dailies Tot.1 90, 14.20, -, 01.25, 00.00"
127800003,"Dailies Tot.1 90, 14.20, -, 01.00, 00.00"
127800002,"Dailies Tot.1 90, 14.20, -, 00.75, 00.00"
127800001,"Dailies Tot.1 90, 14.20, -, 00.50, 00.00"
101062031,"Dailies Tot.1 30, 14.20, -, 10.00, 00.00"
101062030,"Dailies Tot.1 30, 14.20, -, 09.50, 00.00"
101062029,"Dailies Tot.1 30, 14.20, -, 09.00, 00.00"
101062028,"Dailies Tot.1 30, 14.20, -, 08.50, 00.00"
101062027,"Dailies Tot.1 30, 14.20, -, 08.00, 00.00"
101062026,"Dailies Tot.1 30, 14.20, -, 07.50, 00.00"
101062025,"Dailies Tot.1 30, 14.20, -, 07.00, 00.00"
101062024,"Dailies Tot.1 30, 14.20, -, 06.50, 00.00"
101062023,"Dailies Tot.1 30, 14.20, -, 06.00, 00.00"
101062022,"Dailies Tot.1 30, 14.20, -, 05.75, 00.00"
101062021,"Dailies Tot.1 30, 14.20, -, 05.50, 00.00"
101062020,"Dailies Tot.1 30, 14.20, -, 05.25, 00.00"
101062019,"Dailies Tot.1 30, 14.20, -, 05.00, 00.00"
101062018,"Dailies Tot.1 30, 14.20, -, 04.75, 00.00"
101062017,"Dailies Tot.1 30, 14.20, -, 04.50, 00.00"
101062016,"Dailies Tot.1 30, 14.20, -, 04.25, 00.00"
101062015,"Dailies Tot.1 30, 14.20, -, 04.00, 00.00"
101062014,"Dailies Tot.1 30, 14.20, -, 03.75, 00.00"
101062013,"Dailies Tot.1 30, 14.20, -, 03.50, 00.00"
101062012,"Dailies Tot.1 30, 14.20, -, 03.25, 00.00"
101062011,"Dailies Tot.1 30, 14.20, -, 03.00, 00.00"
101062010,"Dailies Tot.1 30, 14.20, -, 02.75, 00.00"
101062009,"Dailies Tot.1 30, 14.20, -, 02.50, 00.00"
101062008,"Dailies Tot.1 30, 14.20, -, 02.25, 00.00"
101062007,"Dailies Tot.1 30, 14.20, -, 02.00, 00.00"
101062006,"Dailies Tot.1 30, 14.20, -, 01.75, 00.00"
101062005,"Dailies Tot.1 30, 14.20, -, 01.50, 00.00"
101062004,"Dailies Tot.1 30, 14.20, -, 01.25, 00.00"
101062003,"Dailies Tot.1 30, 14.20, -, 01.00, 00.00"
101062002,"Dailies Tot.1 30, 14.20, -, 00.75, 00.00"
101062001,"Dailies Tot.1 30, 14.20, -, 00.50, 00.00"
102754,DACP Toric
121436001,"CONT.VIOLET, 14.20, -, 00.00, 00.00"
121435001,"CONT.PLTNM, 14.20, -, 00.00, 00.00"
121432001,"CONT.HAZEL, 14.20, -, 00.00, 00.00"
121433001,"CONT.GREEN, 14.20, -, 00.00, 00.00"
121434001,"CONT.BLUE, 14.20, -, 00.00, 00.00"
93287,CLSP;FRESHLOOK MONTHLY PLUS
93298,CLSP;AIR OPTIX FOR ASTIGMATISM
87658,CLCP;1BOTTLE (MPS);OPTI-FREE-EXP 355ML
87655,CLCP;1BOTTLE (MPS);OPTI-FREE S.KIT 120ML
59515159,"CL;YS;WIC;CL, 13.80, +, 25.00, 00.00"
59515158,"CL;YS;WIC;CL, 13.80, +, 24.50, 00.00"
59515157,"CL;YS;WIC;CL, 13.80, +, 24.00, 00.00"
59515156,"CL;YS;WIC;CL, 13.80, +, 23.50, 00.00"
59515155,"CL;YS;WIC;CL, 13.80, +, 23.00, 00.00"
59515154,"CL;YS;WIC;CL, 13.80, +, 22.50, 00.00"
59515153,"CL;YS;WIC;CL, 13.80, +, 22.00, 00.00"
59515152,"CL;YS;WIC;CL, 13.80, +, 21.50, 00.00"
59515151,"CL;YS;WIC;CL, 13.80, +, 21.00, 00.00"
59515150,"CL;YS;WIC;CL, 13.80, +, 20.50, 00.00"
59515149,"CL;YS;WIC;CL, 13.80, +, 20.00, 00.00"
59515148,"CL;YS;WIC;CL, 13.80, +, 19.50, 00.00"
59515147,"CL;YS;WIC;CL, 13.80, +, 19.00, 00.00"
59515146,"CL;YS;WIC;CL, 13.80, +, 18.50, 00.00"
59515145,"CL;YS;WIC;CL, 13.80, +, 18.00, 00.00"
59515144,"CL;YS;WIC;CL, 13.80, +, 17.50, 00.00"
59515143,"CL;YS;WIC;CL, 13.80, +, 17.00, 00.00"
59515142,"CL;YS;WIC;CL, 13.80, +, 16.50, 00.00"
59515141,"CL;YS;WIC;CL, 13.80, +, 16.00, 00.00"
59515140,"CL;YS;WIC;CL, 13.80, +, 15.50, 00.00"
59515139,"CL;YS;WIC;CL, 13.80, +, 15.00, 00.00"
59515138,"CL;YS;WIC;CL, 13.80, +, 14.50, 00.00"
59515137,"CL;YS;WIC;CL, 13.80, +, 14.00, 00.00"
59515136,"CL;YS;WIC;CL, 13.80, +, 13.50, 00.00"
59515135,"CL;YS;WIC;CL, 13.80, +, 13.00, 00.00"
59515134,"CL;YS;WIC;CL, 13.80, +, 12.50, 00.00"
59515133,"CL;YS;WIC;CL, 13.80, +, 12.00, 00.00"
59515132,"CL;YS;WIC;CL, 13.80, +, 11.50, 00.00"
59515131,"CL;YS;WIC;CL, 13.80, +, 11.00, 00.00"
59515130,"CL;YS;WIC;CL, 13.80, +, 10.50, 00.00"
59515129,"CL;YS;WIC;CL, 13.80, +, 10.00, 00.00"
59515128,"CL;YS;WIC;CL, 13.80, +, 09.50, 00.00"
59515127,"CL;YS;WIC;CL, 13.80, +, 09.00, 00.00"
59515126,"CL;YS;WIC;CL, 13.80, +, 08.50, 00.00"
59515125,"CL;YS;WIC;CL, 13.80, +, 08.00, 00.00"
59515124,"CL;YS;WIC;CL, 13.80, +, 07.50, 00.00"
59515123,"CL;YS;WIC;CL, 13.80, +, 07.00, 00.00"
59515122,"CL;YS;WIC;CL, 13.80, +, 06.50, 00.00"
59515121,"CL;YS;WIC;CL, 13.80, +, 06.00, 00.00"
59515120,"CL;YS;WIC;CL, 13.80, +, 05.75, 00.00"
59515119,"CL;YS;WIC;CL, 13.80, +, 05.50, 00.00"
59515118,"CL;YS;WIC;CL, 13.80, +, 05.25, 00.00"
59515117,"CL;YS;WIC;CL, 13.80, +, 05.00, 00.00"
59515116,"CL;YS;WIC;CL, 13.80, +, 04.75, 00.00"
59515115,"CL;YS;WIC;CL, 13.80, +, 04.50, 00.00"
59515114,"CL;YS;WIC;CL, 13.80, +, 04.25, 00.00"
59515113,"CL;YS;WIC;CL, 13.80, +, 04.00, 00.00"
59515112,"CL;YS;WIC;CL, 13.80, +, 03.75, 00.00"
59515111,"CL;YS;WIC;CL, 13.80, +, 03.50, 00.00"
59515110,"CL;YS;WIC;CL, 13.80, +, 03.25, 00.00"
59515109,"CL;YS;WIC;CL, 13.80, +, 03.00, 00.00"
59515108,"CL;YS;WIC;CL, 13.80, +, 02.75, 00.00"
59515107,"CL;YS;WIC;CL, 13.80, +, 02.50, 00.00"
59515106,"CL;YS;WIC;CL, 13.80, +, 02.25, 00.00"
59515105,"CL;YS;WIC;CL, 13.80, +, 02.00, 00.00"
59515104,"CL;YS;WIC;CL, 13.80, +, 01.75, 00.00"
59515103,"CL;YS;WIC;CL, 13.80, +, 01.50, 00.00"
59515102,"CL;YS;WIC;CL, 13.80, +, 01.25, 00.00"
59515101,"CL;YS;WIC;CL, 13.80, +, 01.00, 00.00"
59515100,"CL;YS;WIC;CL, 13.80, +, 00.75, 00.00"
59515099,"CL;YS;WIC;CL, 13.80, +, 00.50, 00.00"
59515098,"CL;YS;WIC;CL, 13.80, +, 00.00, 00.00"
59515220,"CL;YS;WIC;CL, 13.80, -, 25.00, 00.00"
59515219,"CL;YS;WIC;CL, 13.80, -, 24.50, 00.00"
59515218,"CL;YS;WIC;CL, 13.80, -, 24.00, 00.00"
59515217,"CL;YS;WIC;CL, 13.80, -, 23.50, 00.00"
59515216,"CL;YS;WIC;CL, 13.80, -, 23.00, 00.00"
59515215,"CL;YS;WIC;CL, 13.80, -, 22.50, 00.00"
59515214,"CL;YS;WIC;CL, 13.80, -, 22.00, 00.00"
59515213,"CL;YS;WIC;CL, 13.80, -, 21.50, 00.00"
59515212,"CL;YS;WIC;CL, 13.80, -, 21.00, 00.00"
59515211,"CL;YS;WIC;CL, 13.80, -, 20.50, 00.00"
59515210,"CL;YS;WIC;CL, 13.80, -, 20.00, 00.00"
59515209,"CL;YS;WIC;CL, 13.80, -, 19.50, 00.00"
59515208,"CL;YS;WIC;CL, 13.80, -, 19.00, 00.00"
59515207,"CL;YS;WIC;CL, 13.80, -, 18.50, 00.00"
59515206,"CL;YS;WIC;CL, 13.80, -, 18.00, 00.00"
59515205,"CL;YS;WIC;CL, 13.80, -, 17.50, 00.00"
59515204,"CL;YS;WIC;CL, 13.80, -, 17.00, 00.00"
59515203,"CL;YS;WIC;CL, 13.80, -, 16.50, 00.00"
59515202,"CL;YS;WIC;CL, 13.80, -, 16.00, 00.00"
59515201,"CL;YS;WIC;CL, 13.80, -, 15.50, 00.00"
59515200,"CL;YS;WIC;CL, 13.80, -, 15.00, 00.00"
59515199,"CL;YS;WIC;CL, 13.80, -, 14.50, 00.00"
59515198,"CL;YS;WIC;CL, 13.80, -, 14.00, 00.00"
59515197,"CL;YS;WIC;CL, 13.80, -, 13.50, 00.00"
59515196,"CL;YS;WIC;CL, 13.80, -, 13.00, 00.00"
59515195,"CL;YS;WIC;CL, 13.80, -, 12.50, 00.00"
59515194,"CL;YS;WIC;CL, 13.80, -, 12.00, 00.00"
59515193,"CL;YS;WIC;CL, 13.80, -, 11.50, 00.00"
59515192,"CL;YS;WIC;CL, 13.80, -, 11.00, 00.00"
59515191,"CL;YS;WIC;CL, 13.80, -, 10.50, 00.00"
59515190,"CL;YS;WIC;CL, 13.80, -, 10.00, 00.00"
59515189,"CL;YS;WIC;CL, 13.80, -, 09.50, 00.00"
59515188,"CL;YS;WIC;CL, 13.80, -, 09.00, 00.00"
59515187,"CL;YS;WIC;CL, 13.80, -, 08.50, 00.00"
59515186,"CL;YS;WIC;CL, 13.80, -, 08.00, 00.00"
59515185,"CL;YS;WIC;CL, 13.80, -, 07.50, 00.00"
59515184,"CL;YS;WIC;CL, 13.80, -, 07.00, 00.00"
59515183,"CL;YS;WIC;CL, 13.80, -, 06.50, 00.00"
59515182,"CL;YS;WIC;CL, 13.80, -, 06.00, 00.00"
59515181,"CL;YS;WIC;CL, 13.80, -, 05.75, 00.00"
59515180,"CL;YS;WIC;CL, 13.80, -, 05.50, 00.00"
59515179,"CL;YS;WIC;CL, 13.80, -, 05.25, 00.00"
59515178,"CL;YS;WIC;CL, 13.80, -, 05.00, 00.00"
59515177,"CL;YS;WIC;CL, 13.80, -, 04.75, 00.00"
59515176,"CL;YS;WIC;CL, 13.80, -, 04.50, 00.00"
59515175,"CL;YS;WIC;CL, 13.80, -, 04.25, 00.00"
59515174,"CL;YS;WIC;CL, 13.80, -, 04.00, 00.00"
59515173,"CL;YS;WIC;CL, 13.80, -, 03.75, 00.00"
59515172,"CL;YS;WIC;CL, 13.80, -, 03.50, 00.00"
59515171,"CL;YS;WIC;CL, 13.80, -, 03.25, 00.00"
59515170,"CL;YS;WIC;CL, 13.80, -, 03.00, 00.00"
59515169,"CL;YS;WIC;CL, 13.80, -, 02.75, 00.00"
59515168,"CL;YS;WIC;CL, 13.80, -, 02.50, 00.00"
59515167,"CL;YS;WIC;CL, 13.80, -, 02.25, 00.00"
59515166,"CL;YS;WIC;CL, 13.80, -, 02.00, 00.00"
59515165,"CL;YS;WIC;CL, 13.80, -, 01.75, 00.00"
59515164,"CL;YS;WIC;CL, 13.80, -, 01.50, 00.00"
59515163,"CL;YS;WIC;CL, 13.80, -, 01.25, 00.00"
59515162,"CL;YS;WIC;CL, 13.80, -, 01.00, 00.00"
59515161,"CL;YS;WIC;CL, 13.80, -, 00.75, 00.00"
59515160,"CL;YS;WIC;CL, 13.80, -, 00.50, 00.00"
59515036,"CL;YS;WIC;CL, 13.00, +, 12.00, 00.00"
59515035,"CL;YS;WIC;CL, 13.00, +, 11.50, 00.00"
59515034,"CL;YS;WIC;CL, 13.00, +, 11.00, 00.00"
59515033,"CL;YS;WIC;CL, 13.00, +, 10.50, 00.00"
59515032,"CL;YS;WIC;CL, 13.00, +, 10.00, 00.00"
59515031,"CL;YS;WIC;CL, 13.00, +, 09.50, 00.00"
59515030,"CL;YS;WIC;CL, 13.00, +, 09.00, 00.00"
59515029,"CL;YS;WIC;CL, 13.00, +, 08.50, 00.00"
59515028,"CL;YS;WIC;CL, 13.00, +, 08.00, 00.00"
59515027,"CL;YS;WIC;CL, 13.00, +, 07.50, 00.00"
59515026,"CL;YS;WIC;CL, 13.00, +, 07.00, 00.00"
59515025,"CL;YS;WIC;CL, 13.00, +, 06.50, 00.00"
59515024,"CL;YS;WIC;CL, 13.00, +, 06.00, 00.00"
59515023,"CL;YS;WIC;CL, 13.00, +, 05.75, 00.00"
59515022,"CL;YS;WIC;CL, 13.00, +, 05.50, 00.00"
59515021,"CL;YS;WIC;CL, 13.00, +, 05.25, 00.00"
59515020,"CL;YS;WIC;CL, 13.00, +, 05.00, 00.00"
59515019,"CL;YS;WIC;CL, 13.00, +, 04.75, 00.00"
59515018,"CL;YS;WIC;CL, 13.00, +, 04.50, 00.00"
59515017,"CL;YS;WIC;CL, 13.00, +, 04.25, 00.00"
59515016,"CL;YS;WIC;CL, 13.00, +, 04.00, 00.00"
59515015,"CL;YS;WIC;CL, 13.00, +, 03.75, 00.00"
59515014,"CL;YS;WIC;CL, 13.00, +, 03.50, 00.00"
59515013,"CL;YS;WIC;CL, 13.00, +, 03.25, 00.00"
59515012,"CL;YS;WIC;CL, 13.00, +, 03.00, 00.00"
59515011,"CL;YS;WIC;CL, 13.00, +, 02.75, 00.00"
59515010,"CL;YS;WIC;CL, 13.00, +, 02.50, 00.00"
59515009,"CL;YS;WIC;CL, 13.00, +, 02.25, 00.00"
59515008,"CL;YS;WIC;CL, 13.00, +, 02.00, 00.00"
59515007,"CL;YS;WIC;CL, 13.00, +, 01.75, 00.00"
59515006,"CL;YS;WIC;CL, 13.00, +, 01.50, 00.00"
59515005,"CL;YS;WIC;CL, 13.00, +, 01.25, 00.00"
59515004,"CL;YS;WIC;CL, 13.00, +, 01.00, 00.00"
59515003,"CL;YS;WIC;CL, 13.00, +, 00.75, 00.00"
59515002,"CL;YS;WIC;CL, 13.00, +, 00.50, 00.00"
59515001,"CL;YS;WIC;CL, 13.00, +, 00.00, 00.00"
59515097,"CL;YS;WIC;CL, 13.00, -, 25.00, 00.00"
59515096,"CL;YS;WIC;CL, 13.00, -, 24.50, 00.00"
59515095,"CL;YS;WIC;CL, 13.00, -, 24.00, 00.00"
59515094,"CL;YS;WIC;CL, 13.00, -, 23.50, 00.00"
59515093,"CL;YS;WIC;CL, 13.00, -, 23.00, 00.00"
59515092,"CL;YS;WIC;CL, 13.00, -, 22.50, 00.00"
59515091,"CL;YS;WIC;CL, 13.00, -, 22.00, 00.00"
59515090,"CL;YS;WIC;CL, 13.00, -, 21.50, 00.00"
59515089,"CL;YS;WIC;CL, 13.00, -, 21.00, 00.00"
59515088,"CL;YS;WIC;CL, 13.00, -, 20.50, 00.00"
59515087,"CL;YS;WIC;CL, 13.00, -, 20.00, 00.00"
59515086,"CL;YS;WIC;CL, 13.00, -, 19.50, 00.00"
59515085,"CL;YS;WIC;CL, 13.00, -, 19.00, 00.00"
59515084,"CL;YS;WIC;CL, 13.00, -, 18.50, 00.00"
59515083,"CL;YS;WIC;CL, 13.00, -, 18.00, 00.00"
59515082,"CL;YS;WIC;CL, 13.00, -, 17.50, 00.00"
59515081,"CL;YS;WIC;CL, 13.00, -, 17.00, 00.00"
59515080,"CL;YS;WIC;CL, 13.00, -, 16.50, 00.00"
59515079,"CL;YS;WIC;CL, 13.00, -, 16.00, 00.00"
59515078,"CL;YS;WIC;CL, 13.00, -, 15.50, 00.00"
59515077,"CL;YS;WIC;CL, 13.00, -, 15.00, 00.00"
59515076,"CL;YS;WIC;CL, 13.00, -, 14.50, 00.00"
